"registro_id","tesis_id","tecnica_id","lugar","created_at","updated_at","error_id"
"706","108","47","Análisis e interpretación de la información",NULL,NULL,"2"
"707","108","50","Análisis e interpretación de la información",NULL,NULL,"43"
"708","108","13","Análisis e interpretación de la información",NULL,NULL,"15"
"709","109","1","Técnicas e instrumentos",NULL,NULL,"44"
"710","109","13","Análisis e interpretación de la información",NULL,NULL,"24"
"711","109","2","Análisis e interpretación de la información",NULL,NULL,"2"
"712","109","12","Análisis e interpretación de la información",NULL,NULL,"2"
"713","109","11","Técnicas e instrumentos",NULL,NULL,"2"
"714","110","1","Técnicas e instrumentos",NULL,NULL,"2"
"715","110","74","Población y muestra",NULL,NULL,"45"
"716","110","2","Análisis e interpretación de la información",NULL,NULL,"2"
"717","110","12","Análisis e interpretación de la información",NULL,NULL,"2"
"718","110","11","Análisis e interpretación de la información",NULL,NULL,"2"
"719","110","73","Análisis e interpretación de la información",NULL,NULL,"2"
"720","112","9","Técnicas e instrumentos",NULL,NULL,"2"
"721","112","10","Técnicas e instrumentos",NULL,NULL,"2"
"722","112","2","Análisis e interpretación de la información",NULL,NULL,"2"
"723","112","75","Análisis e interpretación de la información",NULL,NULL,"2"
"724","113","71","Técnicas e instrumentos",NULL,NULL,"23"
"725","113","1","Técnicas e instrumentos",NULL,NULL,"2"
"726","113","37","Población y muestra",NULL,NULL,"46"
"727","113","2","Población y muestra",NULL,NULL,"2"
"728","113","2","Análisis e interpretación de la información",NULL,NULL,"2"
"729","113","12","Análisis e interpretación de la información",NULL,NULL,"2"
"730","113","11","Análisis e interpretación de la información",NULL,NULL,"2"
"731","114","63","Técnicas e instrumentos",NULL,NULL,"2"
"732","114","1","Técnicas e instrumentos",NULL,NULL,"2"
"733","114","22","Técnicas e instrumentos",NULL,NULL,"47"
"734","114","2","Población y muestra",NULL,NULL,"2"
"735","114","2","Análisis e interpretación de la información",NULL,NULL,"2"
"736","114","12","Análisis e interpretación de la información",NULL,NULL,"2"
"737","114","11","Análisis e interpretación de la información",NULL,NULL,"2"
"738","115","1","Técnicas e instrumentos",NULL,NULL,"2"
"739","115","2","Población y muestra",NULL,NULL,"2"
"740","115","12","Análisis e interpretación de la información",NULL,NULL,"2"
"741","115","11","Análisis e interpretación de la información",NULL,NULL,"2"
"742","115","63","Anexos",NULL,NULL,"2"
"743","116","63","Técnicas e instrumentos",NULL,NULL,"2"
"744","116","52","Población y muestra",NULL,NULL,"2"
"745","116","2","Análisis e interpretación de la información",NULL,NULL,"2"
"746","116","12","Análisis e interpretación de la información",NULL,NULL,"2"
"747","116","11","Análisis e interpretación de la información",NULL,NULL,"48"
"748","116","13","Análisis e interpretación de la información",NULL,NULL,"15"
"749","116","1","Anexos",NULL,NULL,"1"
"750","117","8","Técnicas e instrumentos",NULL,NULL,"2"
"751","117","2","Población y muestra",NULL,NULL,"2"
"752","117","2","Análisis e interpretación de la información",NULL,NULL,"2"
"753","117","12","Análisis e interpretación de la información",NULL,NULL,"2"
"754","117","11","Análisis e interpretación de la información",NULL,NULL,"2"
"755","118","37","Población y muestra",NULL,NULL,"2"
"756","118","2","Análisis e interpretación de la información",NULL,NULL,"2"
"757","118","12","Análisis e interpretación de la información",NULL,NULL,"2"
"758","118","11","Análisis e interpretación de la información",NULL,NULL,"2"
"759","119","1","Técnicas e instrumentos",NULL,NULL,"2"
"760","119","9","Técnicas e instrumentos",NULL,NULL,"2"
"761","119","2","Población y muestra",NULL,NULL,"2"
"762","119","2","Análisis e interpretación de la información",NULL,NULL,"2"
"763","119","12","Análisis e interpretación de la información",NULL,NULL,"2"
"764","119","11","Análisis e interpretación de la información",NULL,NULL,"2"
"765","119","6","Análisis e interpretación de la información",NULL,NULL,"2"
"766","119","63","Anexos",NULL,NULL,"2"
"767","120","9","Técnicas e instrumentos",NULL,NULL,"2"
"768","120","10","Técnicas e instrumentos",NULL,NULL,"2"
"769","120","63","Técnicas e instrumentos",NULL,NULL,"2"
"770","120","2","Población y muestra",NULL,NULL,"2"
"771","120","37","Población y muestra",NULL,NULL,"2"
"772","120","2","Análisis e interpretación de la información",NULL,NULL,"2"
"773","120","12","Análisis e interpretación de la información",NULL,NULL,"2"
"774","120","11","Análisis e interpretación de la información",NULL,NULL,"2"
"775","121","1","Técnicas e instrumentos",NULL,NULL,"2"
"776","121","2","Población y muestra",NULL,NULL,"2"
"777","121","12","Análisis e interpretación de la información",NULL,NULL,"2"
"778","121","11","Análisis e interpretación de la información",NULL,NULL,"2"
"779","121","2","Análisis e interpretación de la información",NULL,NULL,"2"
"780","122","12","Análisis e interpretación de la información",NULL,NULL,"2"
"781","122","11","Análisis e interpretación de la información",NULL,NULL,"2"
"782","123","9","Técnicas e instrumentos",NULL,NULL,"2"
"783","123","37","Población y muestra",NULL,NULL,"2"
"784","123","2","Análisis e interpretación de la información",NULL,NULL,"2"
"785","123","11","Análisis e interpretación de la información",NULL,NULL,"2"
"786","123","12","Análisis e interpretación de la información",NULL,NULL,"2"
"787","124","1","Técnicas e instrumentos",NULL,NULL,"2"
"788","124","37","Población y muestra",NULL,NULL,"2"
"789","124","2","Análisis e interpretación de la información",NULL,NULL,"2"
"790","124","12","Análisis e interpretación de la información",NULL,NULL,"2"
"791","124","11","Análisis e interpretación de la información",NULL,NULL,"2"
"792","125","63","Técnicas e instrumentos",NULL,NULL,"2"
"793","125","1","Técnicas e instrumentos",NULL,NULL,"2"
"794","125","32","Técnicas e instrumentos",NULL,NULL,"2"
"795","125","12","Análisis e interpretación de la información",NULL,NULL,"2"
"796","125","11","Análisis e interpretación de la información",NULL,NULL,"2"
"797","125","6","Análisis e interpretación de la información",NULL,NULL,"2"
"798","125","76","Análisis e interpretación de la información",NULL,NULL,"16"
"799","125","59","Análisis e interpretación de la información",NULL,NULL,"2"
"800","126","1","Técnicas e instrumentos",NULL,NULL,"2"
"801","126","20","Técnicas e instrumentos",NULL,NULL,"11"
"802","126","3","Análisis e interpretación de la información",NULL,NULL,"2"
"803","126","4","Análisis e interpretación de la información",NULL,NULL,"2"
"804","126","46","Análisis e interpretación de la información",NULL,NULL,"2"
"805","126","47","Análisis e interpretación de la información",NULL,NULL,"2"
"806","126","50","Análisis e interpretación de la información",NULL,NULL,"43"
"807","126","48","Análisis e interpretación de la información",NULL,NULL,"16"
"808","126","6","Análisis e interpretación de la información",NULL,NULL,"2"
"809","126","76","Análisis e interpretación de la información",NULL,NULL,"16"
"810","127","2","Población y muestra",NULL,NULL,"2"
"811","127","12","Análisis e interpretación de la información",NULL,NULL,"2"
"812","127","11","Análisis e interpretación de la información",NULL,NULL,"2"
"813","128","9","Técnicas e instrumentos",NULL,NULL,"23"
"814","128","32","Técnicas e instrumentos",NULL,NULL,"23"
"815","128","2","Análisis e interpretación de la información",NULL,NULL,"2"
"816","128","11","Análisis e interpretación de la información",NULL,NULL,"49"
"817","128","13","Análisis e interpretación de la información",NULL,NULL,"16"
"818","129","1","Técnicas e instrumentos",NULL,NULL,"2"
"819","129","23","Técnicas e instrumentos",NULL,NULL,"2"
"820","129","20","Técnicas e instrumentos",NULL,NULL,"20"
"821","129","2","Población y muestra",NULL,NULL,"2"
"822","129","2","Análisis e interpretación de la información",NULL,NULL,"2"
"824","129","13","Análisis e interpretación de la información",NULL,NULL,"16"
"825","130","1","Técnicas e instrumentos",NULL,NULL,"2"
"826","130","63","Técnicas e instrumentos",NULL,NULL,"2"
"827","130","2","Población y muestra",NULL,NULL,"2"
"828","130","2","Análisis e interpretación de la información",NULL,NULL,"2"
"829","130","11","Análisis e interpretación de la información",NULL,NULL,"49"
"830","130","12","Análisis e interpretación de la información",NULL,NULL,"2"
"831","131","1","Técnicas e instrumentos",NULL,NULL,"2"
"832","131","63","Técnicas e instrumentos",NULL,NULL,"2"
"833","131","11","Análisis e interpretación de la información",NULL,NULL,"49"
"834","131","12","Análisis e interpretación de la información",NULL,NULL,"2"
"835","131","1","Anexos",NULL,NULL,"2"
"836","133","1","Técnicas e instrumentos",NULL,NULL,"2"
"837","133","63","Técnicas e instrumentos",NULL,NULL,"2"
"838","133","11","Análisis e interpretación de la información",NULL,NULL,"2"
"839","133","12","Análisis e interpretación de la información",NULL,NULL,"2"
"840","134","1","Técnicas e instrumentos",NULL,NULL,"2"
"841","134","20","Técnicas e instrumentos",NULL,NULL,"20"
"842","134","77","Técnicas e instrumentos",NULL,NULL,"2"
"843","134","63","Técnicas e instrumentos",NULL,NULL,"2"
"844","134","2","Análisis e interpretación de la información",NULL,NULL,"2"
"845","134","3","Análisis e interpretación de la información",NULL,NULL,"2"
"846","134","4","Análisis e interpretación de la información",NULL,NULL,"2"
"847","134","31","Análisis e interpretación de la información",NULL,NULL,"2"
"848","135","1","Técnicas e instrumentos",NULL,NULL,"2"
"849","135","32","Técnicas e instrumentos",NULL,NULL,"50"
"850","135","2","Análisis e interpretación de la información",NULL,NULL,"2"
"851","135","11","Análisis e interpretación de la información",NULL,NULL,"2"
"852","135","12","Análisis e interpretación de la información",NULL,NULL,"2"
"853","136","63","Técnicas e instrumentos",NULL,NULL,"2"
"854","136","2","Análisis e interpretación de la información",NULL,NULL,"2"
"855","136","78","Análisis e interpretación de la información",NULL,NULL,"2"
"856","136","3","Análisis e interpretación de la información",NULL,NULL,"2"
"857","136","40","Análisis e interpretación de la información",NULL,NULL,"2"
"858","136","4","Análisis e interpretación de la información",NULL,NULL,"2"
"859","137","1","Técnicas e instrumentos",NULL,NULL,"1"
"860","137","63","Técnicas e instrumentos",NULL,NULL,"2"
"861","137","2","Análisis e interpretación de la información",NULL,NULL,"2"
"862","137","5","Análisis e interpretación de la información",NULL,NULL,"2"
"863","137","6","Análisis e interpretación de la información",NULL,NULL,"2"
"864","138","1","Técnicas e instrumentos",NULL,NULL,"2"
"865","138","11","Análisis e interpretación de la información",NULL,NULL,"2"
"866","138","12","Análisis e interpretación de la información",NULL,NULL,"2"
"867","138","3","Análisis e interpretación de la información",NULL,NULL,"2"
"868","138","4","Análisis e interpretación de la información",NULL,NULL,"2"
"869","138","31","Análisis e interpretación de la información",NULL,NULL,"16"
"870","139","1","Técnicas e instrumentos",NULL,NULL,"2"
"871","139","63","Técnicas e instrumentos",NULL,NULL,"2"
"872","139","2","Población y muestra",NULL,NULL,"2"
"873","139","2","Análisis e interpretación de la información",NULL,NULL,"2"
"874","139","11","Análisis e interpretación de la información",NULL,NULL,"2"
"875","139","12","Análisis e interpretación de la información",NULL,NULL,"2"
"876","140","1","Técnicas e instrumentos",NULL,NULL,"2"
"877","140","22","Técnicas e instrumentos",NULL,NULL,"47"
"878","140","10","Técnicas e instrumentos",NULL,NULL,"2"
"879","140","2","Análisis e interpretación de la información",NULL,NULL,"2"
"880","140","12","Análisis e interpretación de la información",NULL,NULL,"2"
"881","140","11","Análisis e interpretación de la información",NULL,NULL,"49"
"882","140","63","Anexos",NULL,NULL,"2"
"883","141","1","Técnicas e instrumentos",NULL,NULL,"2"
"884","141","22","Técnicas e instrumentos",NULL,NULL,"2"
"885","141","21","Técnicas e instrumentos",NULL,NULL,"2"
"886","141","33","Técnicas e instrumentos",NULL,NULL,"2"
"887","141","34","Técnicas e instrumentos",NULL,NULL,"2"
"888","141","20","Técnicas e instrumentos",NULL,NULL,"20"
"889","141","79","Técnicas e instrumentos",NULL,NULL,"2"
"890","141","11","Análisis e interpretación de la información",NULL,NULL,"2"
"891","141","12","Análisis e interpretación de la información",NULL,NULL,"2"
"892","142","1","Técnicas e instrumentos",NULL,NULL,"2"
"893","142","2","Población y muestra",NULL,NULL,"2"
"894","142","12","Análisis e interpretación de la información",NULL,NULL,"2"
"895","142","11","Análisis e interpretación de la información",NULL,NULL,"2"
"896","142","2","Análisis e interpretación de la información",NULL,NULL,"2"
"897","142","63","Anexos",NULL,NULL,"2"
"898","143","12","Análisis e interpretación de la información",NULL,NULL,"2"
"899","143","11","Análisis e interpretación de la información",NULL,NULL,"2"
"900","144","1","Técnicas e instrumentos",NULL,NULL,"2"
"901","144","9","Técnicas e instrumentos",NULL,NULL,"2"
"902","144","3","Técnicas e instrumentos",NULL,NULL,"2"
"903","144","4","Técnicas e instrumentos",NULL,NULL,"2"
"904","144","47","Técnicas e instrumentos",NULL,NULL,"2"
"905","144","46","Técnicas e instrumentos",NULL,NULL,"2"
"906","144","12","Análisis e interpretación de la información",NULL,NULL,"2"
"907","144","11","Análisis e interpretación de la información",NULL,NULL,"2"
"908","145","1","Técnicas e instrumentos",NULL,NULL,"2"
"909","145","6","Análisis e interpretación de la información",NULL,NULL,"2"
"910","145","11","Análisis e interpretación de la información",NULL,NULL,"2"
"911","146","1","Técnicas e instrumentos",NULL,NULL,"2"
"912","146","20","Técnicas e instrumentos",NULL,NULL,"11"
"913","146","2","Población y muestra",NULL,NULL,"2"
"914","146","2","Análisis e interpretación de la información",NULL,NULL,"2"
"915","146","11","Análisis e interpretación de la información",NULL,NULL,"2"
"916","146","12","Análisis e interpretación de la información",NULL,NULL,"2"
"917","146","65","Análisis e interpretación de la información",NULL,NULL,"2"
"918","147","1","Técnicas e instrumentos",NULL,NULL,"2"
"919","147","32","Técnicas e instrumentos",NULL,NULL,"2"
"920","147","9","Técnicas e instrumentos",NULL,NULL,"2"
"921","147","11","Análisis e interpretación de la información",NULL,NULL,"49"
"922","147","12","Análisis e interpretación de la información",NULL,NULL,"2"
"923","148","63","Técnicas e instrumentos",NULL,NULL,"2"
"924","148","12","Análisis e interpretación de la información",NULL,NULL,"2"
"925","148","11","Análisis e interpretación de la información",NULL,NULL,"49"
"926","149","1","Técnicas e instrumentos",NULL,NULL,"1"
"927","149","63","Técnicas e instrumentos",NULL,NULL,"2"
"928","149","2","Población y muestra",NULL,NULL,"2"
"929","149","2","Análisis e interpretación de la información",NULL,NULL,"2"
"930","149","12","Análisis e interpretación de la información",NULL,NULL,"2"
"931","149","11","Análisis e interpretación de la información",NULL,NULL,"2"
"932","150","2","Población y muestra",NULL,NULL,"2"
"933","150","2","Análisis e interpretación de la información",NULL,NULL,"2"
"934","150","23","Anexos",NULL,NULL,"2"
"935","151","63","Fundamentación teórica",NULL,NULL,"2"
"936","151","3","Población y muestra",NULL,NULL,"2"
"937","151","4","Población y muestra",NULL,NULL,"2"
"938","151","5","Población y muestra",NULL,NULL,"2"
"939","151","2","Población y muestra",NULL,NULL,"2"
"940","151","1","Técnicas e instrumentos",NULL,NULL,"1"
"941","151","43","Análisis e interpretación de la información",NULL,NULL,"2"
"942","151","44","Análisis e interpretación de la información",NULL,NULL,"2"
"943","151","18","Análisis e interpretación de la información",NULL,NULL,"2"
"944","151","39","Análisis e interpretación de la información",NULL,NULL,"2"
"945","151","12","Análisis e interpretación de la información",NULL,NULL,"2"
"946","151","2","Análisis e interpretación de la información",NULL,NULL,"2"
"947","151","3","Análisis e interpretación de la información",NULL,NULL,"2"
"948","151","4","Análisis e interpretación de la información",NULL,NULL,"2"
"949","151","5","Análisis e interpretación de la información",NULL,NULL,"2"
"950","151","6","Análisis e interpretación de la información",NULL,NULL,"2"
"951","154","2","Población y muestra",NULL,NULL,"2"
"952","154","63","Técnicas e instrumentos",NULL,NULL,"2"
"953","154","1","Técnicas e instrumentos",NULL,NULL,"19"
"954","154","2","Análisis e interpretación de la información",NULL,NULL,"2"
"955","154","12","Análisis e interpretación de la información",NULL,NULL,"2"
"956","154","6","Análisis e interpretación de la información",NULL,NULL,"2"
"957","155","1","Técnicas e instrumentos",NULL,NULL,"1"
"958","155","2","Análisis e interpretación de la información",NULL,NULL,"2"
"959","155","3","Análisis e interpretación de la información",NULL,NULL,"2"
"960","155","4","Análisis e interpretación de la información",NULL,NULL,"2"
"961","155","31","Análisis e interpretación de la información",NULL,NULL,"2"
"962","155","80","Análisis e interpretación de la información",NULL,NULL,"2"
"963","155","39","Anexos",NULL,NULL,"2"
"964","156","1","Técnicas e instrumentos",NULL,NULL,"2"
"965","156","2","Análisis e interpretación de la información",NULL,NULL,"2"
"966","156","13","Análisis e interpretación de la información",NULL,NULL,"15"
"967","158","2","Población y muestra",NULL,NULL,"2"
"968","158","1","Técnicas e instrumentos",NULL,NULL,"2"
"969","158","20","Técnicas e instrumentos",NULL,NULL,"11"
"970","158","81","Técnicas e instrumentos",NULL,NULL,"2"
"971","158","82","Técnicas e instrumentos",NULL,NULL,"2"
"972","158","83","Análisis e interpretación de la información",NULL,NULL,"2"
"973","158","5","Análisis e interpretación de la información",NULL,NULL,"2"
"974","158","3","Análisis e interpretación de la información",NULL,NULL,"2"
"975","158","4","Análisis e interpretación de la información",NULL,NULL,"2"
"976","160","2","Análisis e interpretación de la información",NULL,NULL,"2"
"977","160","3","Análisis e interpretación de la información",NULL,NULL,"2"
"978","160","4","Análisis e interpretación de la información",NULL,NULL,"2"
"979","160","13","Análisis e interpretación de la información",NULL,NULL,"2"
"980","160","48","Análisis e interpretación de la información",NULL,NULL,"2"
"981","160","31","Análisis e interpretación de la información",NULL,NULL,"2"
"982","161","2","Población y muestra",NULL,NULL,"2"
"983","161","1","Técnicas e instrumentos",NULL,NULL,"1"
"984","161","63","Técnicas e instrumentos",NULL,NULL,"2"
"985","161","2","Análisis e interpretación de la información",NULL,NULL,"2"
"986","161","3","Análisis e interpretación de la información",NULL,NULL,"2"
"987","161","4","Análisis e interpretación de la información",NULL,NULL,"2"
"988","161","46","Análisis e interpretación de la información",NULL,NULL,"2"
"989","161","47","Análisis e interpretación de la información",NULL,NULL,"2"
"990","161","31","Análisis e interpretación de la información",NULL,NULL,"2"
"991","161","48","Análisis e interpretación de la información",NULL,NULL,"2"
"992","161","84","Análisis e interpretación de la información",NULL,NULL,"2"
"993","162","46","Población y muestra",NULL,NULL,"2"
"994","162","47","Población y muestra",NULL,NULL,"2"
"995","162","3","Población y muestra",NULL,NULL,"2"
"996","162","4","Población y muestra",NULL,NULL,"2"
"997","162","63","Variables",NULL,NULL,"2"
"998","162","1","Técnicas e instrumentos",NULL,NULL,"2"
"999","162","8","Técnicas e instrumentos",NULL,NULL,"2"
"1000","162","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1001","162","18","Análisis e interpretación de la información",NULL,NULL,"51"
"1002","162","39","Análisis e interpretación de la información",NULL,NULL,"51"
"1003","162","13","Análisis e interpretación de la información",NULL,NULL,"52"
"1004","162","31","Análisis e interpretación de la información",NULL,NULL,"52"
"1005","163","9","Técnicas e instrumentos",NULL,NULL,"23"
"1006","163","1","Técnicas e instrumentos",NULL,NULL,"2"
"1007","163","10","Técnicas e instrumentos",NULL,NULL,"2"
"1008","163","32","Técnicas e instrumentos",NULL,NULL,"2"
"1009","163","19","Técnicas e instrumentos",NULL,NULL,"10"
"1010","163","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1011","163","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1012","163","85","Análisis e interpretación de la información",NULL,NULL,"2"
"1013","163","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1014","163","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1015","165","2","Población y muestra",NULL,NULL,"2"
"1016","165","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1017","165","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1018","165","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1019","165","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1020","166","2","Población y muestra",NULL,NULL,"2"
"1021","166","22","Técnicas e instrumentos",NULL,NULL,"47"
"1022","166","32","Técnicas e instrumentos",NULL,NULL,"2"
"1023","166","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1024","166","39","Análisis e interpretación de la información",NULL,NULL,"2"
"1025","166","13","Análisis e interpretación de la información",NULL,NULL,"2"
"1026","168","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1027","168","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1028","168","40","Análisis e interpretación de la información",NULL,NULL,"2"
"1029","168","41","Análisis e interpretación de la información",NULL,NULL,"2"
"1030","168","63","Anexos",NULL,NULL,"2"
"1031","170","3","Población y muestra",NULL,NULL,"2"
"1032","170","4","Población y muestra",NULL,NULL,"2"
"1033","170","63","Técnicas e instrumentos",NULL,NULL,"2"
"1034","170","1","Técnicas e instrumentos",NULL,NULL,"1"
"1035","170","71","Técnicas e instrumentos",NULL,NULL,"23"
"1036","170","63","Variables",NULL,NULL,"2"
"1037","170","13","Análisis e interpretación de la información",NULL,NULL,"2"
"1038","170","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1039","170","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1040","170","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1041","174","2","Población y muestra",NULL,NULL,"2"
"1042","174","37","Población y muestra",NULL,NULL,"2"
"1043","174","1","Técnicas e instrumentos",NULL,NULL,"1"
"1044","174","63","Técnicas e instrumentos",NULL,NULL,"2"
"1045","174","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1046","174","11","Análisis e interpretación de la información",NULL,NULL,"49"
"1047","174","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1048","176","2","Población y muestra",NULL,NULL,"2"
"1050","176","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1051","176","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1052","176","39","Análisis e interpretación de la información",NULL,NULL,"2"
"1053","176","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1054","176","5","Análisis e interpretación de la información",NULL,NULL,"2"
"1055","176","60","Análisis e interpretación de la información",NULL,NULL,"2"
"1056","177","2","Población y muestra",NULL,NULL,"2"
"1057","177","3","Población y muestra",NULL,NULL,"2"
"1058","177","4","Población y muestra",NULL,NULL,"2"
"1059","177","63","Variables",NULL,NULL,"2"
"1060","177","1","Técnicas e instrumentos",NULL,NULL,"2"
"1061","177","19","Técnicas e instrumentos",NULL,NULL,"10"
"1062","177","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1063","177","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1064","177","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1065","177","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1066","177","5","Análisis e interpretación de la información",NULL,NULL,"2"
"1067","177","60","Análisis e interpretación de la información",NULL,NULL,"2"
"1068","180","2","Población y muestra",NULL,NULL,"2"
"1069","180","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1070","180","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1071","180","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1072","180","40","Análisis e interpretación de la información",NULL,NULL,"2"
"1073","180","41","Análisis e interpretación de la información",NULL,NULL,"2"
"1074","180","42","Análisis e interpretación de la información",NULL,NULL,"2"
"1075","180","43","Análisis e interpretación de la información",NULL,NULL,"2"
"1076","180","44","Análisis e interpretación de la información",NULL,NULL,"2"
"1077","180","45","Análisis e interpretación de la información",NULL,NULL,"2"
"1078","180","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1079","180","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1080","180","14","Análisis e interpretación de la información",NULL,NULL,"2"
"1081","180","13","Análisis e interpretación de la información",NULL,NULL,"2"
"1082","180","18","Análisis e interpretación de la información",NULL,NULL,"2"
"1083","180","39","Análisis e interpretación de la información",NULL,NULL,"2"
"1084","180","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1085","181","63","Fundamentación teórica",NULL,NULL,"2"
"1086","181","63","Variables",NULL,NULL,"2"
"1087","181","2","Población y muestra",NULL,NULL,"2"
"1088","181","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1089","181","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1090","182","63","Técnicas e instrumentos",NULL,NULL,"2"
"1091","182","1","Técnicas e instrumentos",NULL,NULL,"1"
"1092","182","9","Técnicas e instrumentos",NULL,NULL,"2"
"1093","182","10","Técnicas e instrumentos",NULL,NULL,"23"
"1094","182","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1095","182","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1096","182","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1097","185","3","Población y muestra",NULL,NULL,"2"
"1098","185","47","Población y muestra",NULL,NULL,"2"
"1099","185","46","Población y muestra",NULL,NULL,"2"
"1100","185","1","Técnicas e instrumentos",NULL,NULL,"23"
"1101","185","63","Técnicas e instrumentos",NULL,NULL,"2"
"1102","185","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1103","185","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1104","185","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1105","185","50","Análisis e interpretación de la información",NULL,NULL,"16"
"1106","185","48","Análisis e interpretación de la información",NULL,NULL,"16"
"1107","185","59","Análisis e interpretación de la información",NULL,NULL,"2"
"1108","186","17","Técnicas e instrumentos",NULL,NULL,"2"
"1109","186","1","Técnicas e instrumentos",NULL,NULL,"2"
"1110","186","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1111","186","13","Análisis e interpretación de la información",NULL,NULL,"15"
"1112","186","11","Análisis e interpretación de la información",NULL,NULL,"49"
"1113","186","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1114","186","86","Análisis e interpretación de la información",NULL,NULL,"2"
"1115","187","2","Población y muestra",NULL,NULL,"2"
"1116","187","46","Población y muestra",NULL,NULL,"2"
"1117","187","47","Población y muestra",NULL,NULL,"2"
"1118","187","3","Población y muestra",NULL,NULL,"2"
"1119","187","4","Población y muestra",NULL,NULL,"2"
"1120","187","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1121","187","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1122","187","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1123","187","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1124","187","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1125","187","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1126","188","1","Técnicas e instrumentos",NULL,NULL,"2"
"1127","188","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1128","188","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1129","188","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1130","188","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1131","188","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1132","188","14","Análisis e interpretación de la información",NULL,NULL,"2"
"1133","188","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1134","188","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1135","188","59","Análisis e interpretación de la información",NULL,NULL,"2"
"1136","190","2","Población y muestra",NULL,NULL,"2"
"1137","190","63","Técnicas e instrumentos",NULL,NULL,"2"
"1138","190","8","Técnicas e instrumentos",NULL,NULL,"23"
"1139","190","13","Análisis e interpretación de la información",NULL,NULL,"15"
"1140","190","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1141","190","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1142","190","40","Análisis e interpretación de la información",NULL,NULL,"2"
"1143","190","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1144","190","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1145","190","14","Análisis e interpretación de la información",NULL,NULL,"2"
"1146","190","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1147","190","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1148","190","48","Análisis e interpretación de la información",NULL,NULL,"16"
"1150","190","87","Análisis e interpretación de la información",NULL,NULL,"2"
"1151","191","2","Población y muestra",NULL,NULL,"2"
"1152","191","1","Técnicas e instrumentos",NULL,NULL,"1"
"1153","191","63","Técnicas e instrumentos",NULL,NULL,"2"
"1154","191","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1155","191","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1156","191","11","Análisis e interpretación de la información",NULL,NULL,"49"
